8.1402,-5.8022,-7.2376
10.1626,-7.4824,-6.5774
9.3153,-5.4974,-6.7025
9.7950,-5.2550,-9.1757
7.9095,-6.6488,-7.6088
10.3309,-5.3494,-5.9993
9.7758,-5.5840,-6.8061
10.6604,-4.9656,-5.9080
10.6105,-7.7490,-7.0800
7.0003,-6.4058,-8.7996
11.0574,-5.4305,-7.8553
10.5016,-7.9611,-8.1817
-5.4958,9.5486,5.3176
7.9991,-8.0350,-8.4103
8.5329,-9.7552,-8.3085
8.8019,-8.4903,-7.9500
-3.9672,7.9708,4.9918
10.2108,-6.2813,-7.9651
-4.2407,10.0264,5.7552
-4.8834,9.6248,6.6536
9.0835,-6.3009,-8.7450
-6.2744,9.4270,5.4329
-4.8622,8.9601,7.0496
9.5576,-6.1812,-8.3352
-4.9122,9.3978,7.7010
11.3475,-4.0180,-8.5991
7.5129,-10.3221,-7.8538
11.5697,-7.5257,-6.9365
-3.9265,9.3704,4.4616
-1.5999,8.6514,5.1640
9.2934,-9.7231,-7.9351
-4.1592,10.5174,7.0170
-3.6829,7.1964,4.5374
-3.2083,10.1297,4.9737
9.3228,-5.1791,-7.2782
-4.2336,9.3340,5.8388
-5.1541,9.7958,6.8708
-4.9004,8.0917,3.7216
8.8047,-4.8271,-4.6642
-3.4745,5.8701,5.0828
-5.7610,9.7259,6.7216
-4.9030,10.0125,5.0769
8.4500,-9.9472,-8.3039
9.0523,-3.6223,-5.7279
-4.5685,7.2046,5.0188
8.9674,-5.1551,-8.6945
7.9874,-5.6607,-6.9586
9.8718,-6.8297,-6.9080
10.2856,-5.6723,-6.7406
-4.4458,8.7809,5.8082
8.0894,-5.9196,-7.9681
-5.5879,9.0910,5.5356
-3.7231,8.8273,6.1331
8.5780,-7.2280,-6.2027
-3.3428,8.4440,4.1282
7.6205,-9.6862,-9.4838
7.1027,-6.6925,-8.1587
-4.5927,8.9161,3.9833
-3.7349,9.4955,3.5223
-5.4326,8.8447,6.0746
9.9862,-3.1866,-6.9511
8.5222,-6.2012,-7.5788
8.1884,-8.5042,-7.6468
8.4950,-6.1919,-7.8863
-4.3268,11.0821,5.0990
-4.1703,9.3785,5.9318
7.3160,-8.8630,-9.8491
11.0908,-4.4821,-11.1251
9.3437,-8.6648,-7.4941
-2.9205,8.9289,3.9586
-4.3481,7.6009,5.0861
8.6688,-6.4239,-7.9166
10.1148,-6.9290,-7.6745
10.4681,-5.2555,-8.8099
9.1114,-3.6925,-7.5260
10.6990,-5.6104,-5.6466
8.5464,-7.2626,-8.9915
10.6697,-5.0450,-9.2298
9.6539,-9.8324,-6.9372
-3.4666,8.1114,5.2454
7.3886,-9.8555,-8.7812
-3.7489,9.9334,4.2325
10.2089,-6.4197,-7.2510
-5.5579,9.3060,7.2095
8.1693,-7.8601,-9.8733
7.4399,-9.3543,-7.9703
7.9397,-10.7278,-6.9421
10.3103,-7.1689,-8.8494
-3.1172,9.0573,5.2290
-3.5325,8.3833,5.5863
-5.2721,8.0496,4.4947
8.6388,-8.7997,-8.3277
8.0274,-7.4240,-8.7662
-2.0877,10.4923,3.3354
7.6905,-9.3828,-10.4780
8.8603,-7.4801,-9.3839
-3.8589,9.1949,5.1950
11.6392,-6.4118,-7.5575
8.9314,-10.6877,-8.4185
11.2653,-5.1068,-7.0489
10.2258,-6.0377,-9.0619
9.3597,-7.5235,-6.7968
10.0038,-5.5300,-8.2278
-4.0758,9.3489,6.0946
-4.3304,10.8075,6.0051
-4.1946,9.0412,4.7390
-4.6169,11.6231,5.0008
5.9038,-8.5235,-8.6844
7.1532,-7.3617,-7.7328
-5.4607,9.8323,5.5853
7.0668,-9.0210,-9.7232
8.6787,-8.6917,-9.0027
-2.4167,6.9556,6.3889
-3.5544,8.1971,5.1322
7.6986,-9.0055,-8.4192
-3.4222,9.9610,5.2436
7.9095,-10.3818,-8.8923
-2.1481,10.1918,6.0663
7.8030,-7.6021,-9.7353
10.2334,-8.8929,-9.3895
9.0142,-9.1088,-9.2294
7.5733,-10.0998,-8.8034
6.9550,-8.5536,-9.2502
8.5950,-10.6270,-8.0687
-2.9712,8.4779,7.1748
-4.9650,8.3458,6.0995
-2.4008,7.2475,6.1622
6.5919,-6.9581,-9.2825
8.0843,-6.9875,-8.0814
8.2799,-5.9897,-5.6974
7.5667,-9.8028,-9.2977
9.6502,-8.2185,-7.4402
-6.2424,8.6011,4.0009
8.8271,-6.5248,-6.5526
9.5082,-5.8297,-7.6478
9.8492,-5.4083,-6.8455
-3.0995,9.3370,5.6753
-5.6117,9.7509,5.0354
5.7493,-9.1221,-9.5903
-3.9325,8.7829,4.5529
6.4048,-6.2747,-6.4135
-4.5157,9.0061,6.3356
-4.1475,9.5757,3.6981
11.3876,-5.2107,-9.1500
8.3126,-7.5014,-7.8351
10.2927,-6.5013,-7.8111
10.0507,-8.7154,-9.0043
7.6084,-9.0718,-9.6624
-4.4553,8.7851,5.1125
8.6872,-5.9093,-8.1198
8.2340,-8.0975,-9.4135
9.8168,-4.9155,-7.0380
8.2285,-7.3333,-8.8215
10.2916,-6.5080,-5.7058
7.7451,-8.9821,-7.9240
8.4039,-10.0097,-9.2625
-5.1311,8.8610,4.8405
-4.8647,8.9094,6.0093
-4.4248,9.9767,3.7091
7.8744,-6.9262,-9.1677
9.1316,-7.1963,-8.9415
9.7535,-6.6597,-5.6734
-4.9501,8.7061,4.3060
-4.8831,9.1181,4.2001
9.4285,-5.8834,-5.9588
9.9566,-4.7388,-6.4130
9.3365,-9.1336,-7.9768
8.0989,-9.9206,-9.0467
-4.5044,9.3249,5.6371
-5.3119,9.6900,6.2633
8.8444,-8.4974,-8.2294
-5.1760,7.9645,6.0479
10.9154,-6.4932,-8.2603
-2.2398,10.8549,6.0835
8.7120,-10.0268,-7.5060
10.3154,-4.4707,-8.3364
9.8342,-8.6553,-7.6148
8.6454,-9.3148,-8.8110
8.4186,-8.3274,-8.1881
10.5295,-6.4510,-6.7513
8.1319,-9.3394,-8.1062
-6.1700,8.7191,6.1952
7.2049,-5.9204,-6.7271
9.7587,-6.6381,-8.4295
8.9832,-9.0075,-9.3131
9.6099,-5.8752,-7.8129
-4.6786,9.6799,5.8274
9.6790,-5.6551,-6.6926
9.1125,-7.5985,-6.9413
8.1614,-8.8694,-8.7811
9.9789,-5.7304,-7.0471
-3.4697,8.5269,5.2211
-5.0915,10.2129,5.7951
-3.9560,9.1415,5.5135
-4.7672,9.9825,5.8824
-4.9705,8.3556,4.9765
9.9698,-6.4036,-6.9869
7.4373,-8.2880,-7.9820
-4.5688,7.5355,4.2477
-4.1326,7.7846,2.9396
-5.8996,10.6873,4.2912
7.7636,-9.6567,-10.0627
10.2374,-7.4980,-6.9849
9.6844,-10.4261,-9.4644
8.0277,-8.5714,-10.3016
11.3840,-5.3486,-9.4311
7.2290,-8.7829,-7.9564
8.2509,-10.6021,-7.4870
7.3788,-8.6344,-9.5530
8.2632,-9.9132,-8.9957
-2.8262,10.5918,3.2736
-3.5077,8.8429,5.6074
8.5794,-7.3182,-9.3923
9.2662,-8.2735,-11.5332
-4.3261,10.1483,4.8461
8.6747,-7.8006,-8.6987
-4.0056,9.3089,6.1394
10.0618,-7.5282,-8.3879
-4.5656,7.5048,4.3524
7.5346,-7.4034,-9.1820
10.2943,-10.1379,-9.2763
9.0997,-7.8135,-8.3294
-2.7909,7.7634,4.9616
9.3216,-4.7190,-6.9825
9.9012,-6.4008,-7.7205
10.4711,-6.8735,-7.4435
-3.9773,10.7093,5.3418
-4.7074,9.1197,5.9429
9.4444,-8.4673,-6.8588
7.7617,-7.9181,-8.9796
-4.2127,8.6999,5.6222
9.0828,-7.8566,-8.8307
12.2223,-3.5951,-7.3234
9.4895,-7.4792,-6.7568
8.7358,-4.8753,-6.9005
8.0065,-9.0190,-9.1575
9.4628,-5.8308,-7.6354
8.3857,-4.2855,-6.8250
-5.0751,8.7712,4.6816
6.8561,-5.4312,-6.9148
-3.7019,8.7128,4.6913
6.9496,-9.2789,-7.1338
8.7166,-6.8194,-8.6808
9.5832,-7.2793,-7.9131
-3.4325,7.5219,4.8602
-3.5632,11.2149,5.4805
9.2492,-7.1749,-5.1885
-4.5278,9.5508,5.9231
-2.4130,6.9616,2.9713
-6.1332,9.5988,6.1310
8.6064,-6.1747,-8.7389
9.2501,-7.9967,-9.1910
9.9453,-4.3529,-7.6989
-6.2882,9.9080,5.6362
8.3465,-8.8787,-9.0314
-3.9257,8.8054,6.6701
7.7404,-7.4960,-8.1253
-3.9949,9.4634,6.3647
9.9525,-6.5758,-7.3085
8.0640,-8.8500,-6.7337
-6.0743,7.3557,4.6463
-3.1634,10.0535,3.6525
-5.1830,8.6483,5.5758
-4.9726,8.5864,5.3524
-5.1970,8.8820,5.4584
-4.7265,8.5746,4.1432
-5.6812,8.9990,6.3256
8.0552,-7.1310,-9.5643
7.5468,-10.4945,-8.8262
8.1815,-7.5955,-9.5854
-3.7573,10.0775,4.4682
10.7579,-6.5431,-6.2880
-3.7802,7.7565,6.1748
7.5960,-7.2184,-7.0802
10.3279,-3.9413,-9.2940
10.0514,-4.6269,-7.5554
-4.5537,10.3258,6.4099
8.5333,-5.6639,-6.8480
8.8801,-10.7382,-8.2861
-4.4335,8.0985,4.9280
9.0922,-8.4414,-8.1479
11.5120,-6.1052,-8.4457
-3.0193,8.2671,5.7592
10.3465,-4.4321,-7.7850
7.5964,-8.1172,-8.2017
6.7884,-9.5346,-8.9346
6.5706,-7.9854,-8.9848
8.5290,-6.0766,-8.4802
-3.6568,9.3452,5.7730
10.1540,-5.8905,-7.1001
8.8681,-9.6384,-8.1842
9.4916,-8.3709,-7.9351
-4.6835,9.8354,3.4734
